date,symbol,open,high,low,close,volume,factor
2024-01-02,MSFT,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,25258600,1.0
2024-01-03,MSFT,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,23083500,1.0
2024-01-04,MSFT,370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,20901500,1.0
2024-01-05,MSFT,368.9700012207031,372.05999755859375,366.5,367.75,21004600,1.0
2024-01-08,MSFT,369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,23134000,1.0
2024-01-09,MSFT,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,20830000,1.0
2024-01-10,MSFT,376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,25514200,1.0
