variant_id,family,side,trade_count,fill_count,profit_factor,hit_rate,mean_trade_return_bps,median_trade_return_bps,walk_forward_pass_rate,gate_passed
short_breakdown_5m_thr0p004_hold10_v1,short_breakdown_5m,short,1364,2728,0.46427225476550826,0.33284457478005863,-11.356693332328726,-11.846052734426177,0.0,False
short_breakdown_5m_thr0p004_hold15_v1,short_breakdown_5m,short,1248,2496,0.43361496997468,0.327724358974359,-13.97028995932036,-15.009853202134565,0.0,False
short_breakdown_5m_thr0p005_hold2_v1,short_breakdown_5m,short,1079,2158,0.24222689896820482,0.2391102873030584,-13.383207097181705,-10.606080781711947,0.0,False
short_breakdown_5m_thr0p005_hold3_v1,short_breakdown_5m,short,971,1942,0.3660599531365698,0.30175077239958803,-10.703783518422862,-10.606080781710723,0.0,False
short_breakdown_5m_thr0p005_hold5_v1,short_breakdown_5m,short,878,1756,0.3708812644298535,0.30068337129840544,-12.574809047010197,-11.632769608599098,0.0,False
short_breakdown_5m_thr0p005_hold10_v1,short_breakdown_5m,short,784,1568,0.4808340529116191,0.35714285714285715,-11.821266426022662,-13.878282197420507,0.16666666666666666,False
short_breakdown_5m_thr0p005_hold15_v1,short_breakdown_5m,short,723,1446,0.4998726036377823,0.34439834024896265,-12.575859750804733,-15.564473233810268,0.16666666666666666,False
short_breakdown_5m_thr0p0075_hold2_v1,short_breakdown_5m,short,302,604,0.4046685559002255,0.3509933774834437,-11.193508394290236,-10.495353595197752,0.0,False
short_breakdown_5m_thr0p0075_hold3_v1,short_breakdown_5m,short,262,524,0.5852494156395898,0.3702290076335878,-7.447918587986907,-9.90767817922341,0.0,False
short_breakdown_5m_thr0p0075_hold5_v1,short_breakdown_5m,short,240,480,0.5831082176486367,0.4083333333333333,-9.035945240878355,-9.445009453721342,0.0,False
short_breakdown_5m_thr0p0075_hold10_v1,short_breakdown_5m,short,224,448,0.49856516546778645,0.39285714285714285,-14.284390365272392,-17.88562640896739,0.0,False
short_breakdown_5m_thr0p0075_hold15_v1,short_breakdown_5m,short,213,426,0.5743953818988055,0.3755868544600939,-12.761263895508554,-16.97176120918199,0.0,False
