variant_id,family,side,trade_count,fill_count,profit_factor,hit_rate,mean_trade_return_bps,median_trade_return_bps,walk_forward_pass_rate,gate_passed
short_breakdown_5m_thr0p002_hold5_v1,short_breakdown_5m,short,4744,9488,0.23771558535756157,0.22596964586846544,-13.330299167316964,-10.673464670216742,0.0,False
short_breakdown_5m_thr0p002_hold10_v1,short_breakdown_5m,short,3993,7986,0.30702839317298813,0.2699724517906336,-13.696514325421008,-12.57335082238373,0.0,False
short_breakdown_5m_thr0p002_hold15_v1,short_breakdown_5m,short,3471,6942,0.32209996427457743,0.2797464707577067,-14.675344192477294,-14.90812045660806,0.0,False
short_breakdown_5m_thr0p003_hold2_v1,short_breakdown_5m,short,3728,7456,0.21171862778052217,0.20815450643776823,-11.954791139886682,-10.606080781711356,0.0,False
short_breakdown_5m_thr0p003_hold3_v1,short_breakdown_5m,short,3302,6604,0.24779488756087528,0.23410054512416717,-12.330136605759686,-10.606080781711535,0.0,False
short_breakdown_5m_thr0p003_hold5_v1,short_breakdown_5m,short,2914,5828,0.28940101759039427,0.2618393960192176,-12.779057293588354,-10.636374923918464,0.0,False
short_breakdown_5m_thr0p003_hold10_v1,short_breakdown_5m,short,2489,4978,0.3734214311069719,0.30654881478505425,-12.497657885417523,-11.528300865098378,0.0,False
short_breakdown_5m_thr0p003_hold15_v1,short_breakdown_5m,short,2227,4454,0.37233740881566285,0.307139649753031,-13.978429775252282,-14.131065945490967,0.0,False
short_breakdown_5m_thr0p004_hold2_v1,short_breakdown_5m,short,1958,3916,0.2535365833571185,0.2334014300306435,-11.901956113239605,-10.606080781711393,0.0,False
short_breakdown_5m_thr0p004_hold3_v1,short_breakdown_5m,short,1743,3486,0.320216456913878,0.27882960413080893,-11.381815115525757,-10.606080781711386,0.0,False
short_breakdown_5m_thr0p004_hold5_v1,short_breakdown_5m,short,1551,3102,0.36434954547625537,0.29916183107672467,-11.534278328070297,-10.606080781712752,0.0,False
