timestamp,open_time,symbol,open,high,low,close,confirm,source_record_id
2026-06-01T23:00:00Z,1780354800000,BTCUSDT,71382.5,71562.6,71199.1,71384.6,1,okx-mark:BTC-USDT-SWAP:1780354800000
2026-06-02T00:00:00Z,1780358400000,BTCUSDT,71384.6,71393.2,71074.6,71268.5,1,okx-mark:BTC-USDT-SWAP:1780358400000
2026-06-02T01:00:00Z,1780362000000,BTCUSDT,71268.3,71352.5,70596.4,70612.3,1,okx-mark:BTC-USDT-SWAP:1780362000000
2026-06-02T02:00:00Z,1780365600000,BTCUSDT,70618.1,70861.2,70066.6,70818.8,1,okx-mark:BTC-USDT-SWAP:1780365600000
2026-06-02T03:00:00Z,1780369200000,BTCUSDT,70820.8,71024.6,70780,70931.8,1,okx-mark:BTC-USDT-SWAP:1780369200000
2026-06-02T04:00:00Z,1780372800000,BTCUSDT,70931.7,71026.8,70682,70789.4,1,okx-mark:BTC-USDT-SWAP:1780372800000
2026-06-02T05:00:00Z,1780376400000,BTCUSDT,70789.4,70826.6,70241,70247.6,1,okx-mark:BTC-USDT-SWAP:1780376400000
2026-06-02T06:00:00Z,1780380000000,BTCUSDT,70247.6,70425.6,69921.9,70090.9,1,okx-mark:BTC-USDT-SWAP:1780380000000
2026-06-02T07:00:00Z,1780383600000,BTCUSDT,70090.9,70248.5,69710,70086.3,1,okx-mark:BTC-USDT-SWAP:1780383600000
2026-06-02T08:00:00Z,1780387200000,BTCUSDT,70085.2,70153.4,69678.4,69798.1,1,okx-mark:BTC-USDT-SWAP:1780387200000
2026-06-02T09:00:00Z,1780390800000,BTCUSDT,69798.2,69832.6,69292.4,69401.9,1,okx-mark:BTC-USDT-SWAP:1780390800000
2026-06-02T10:00:00Z,1780394400000,BTCUSDT,69401.9,69734,69330.1,69627,1,okx-mark:BTC-USDT-SWAP:1780394400000
2026-06-02T11:00:00Z,1780398000000,BTCUSDT,69627.1,69640.2,69380.7,69435.6,1,okx-mark:BTC-USDT-SWAP:1780398000000
