run_id,strategy_id,trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,net_pnl,fees,slippage,holding_bars,holding_hours,attribution_source,funding_event_count,funding_pnl,net_pnl_before_funding,net_pnl_after_funding
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00068,BTCUSDT,long,2026-01-12T01:00:00+00:00,2026-01-14T01:00:00+00:00,91554.52,95133.22,0.2,172.04488,172.04488,0.0,0.0,48,48.0,ledger_equity_segments,0,0,172.04488,172.04488
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00069,BTCUSDT,long,2026-01-14T14:00:00+00:00,2026-01-16T14:00:00+00:00,96538.32,95227.4,0.2,-271.886047,-271.886047,0.0,0.0,48,48.0,ledger_equity_segments,0,0,-271.886047,-271.886047
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00070,BTCUSDT,long,2026-01-27T20:00:00+00:00,2026-01-29T20:00:00+00:00,89437.68,84218.54,0.2,-872.467141,-872.467141,0.0,0.0,48,48.0,ledger_equity_segments,0,0,-872.467141,-872.467141
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00071,BTCUSDT,long,2026-03-10T14:00:00+00:00,2026-03-12T14:00:00+00:00,71412.2,69414.45,0.2,-558.711139,-558.711139,0.0,0.0,48,48.0,ledger_equity_segments,6,1.493664480347,-558.711139,-557.217474519653
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00072,BTCUSDT,long,2026-03-15T21:00:00+00:00,2026-03-17T21:00:00+00:00,72037.88,74683.69,0.2,662.619328,662.619328,0.0,0.0,48,48.0,ledger_equity_segments,6,-2.705337392568,662.619328,659.913990607432
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00073,BTCUSDT,long,2026-03-30T04:00:00+00:00,2026-04-01T04:00:00+00:00,67612.92,68274.35,0.2,157.024481,157.024481,0.0,0.0,48,48.0,ledger_equity_segments,6,-3.394490148453,157.024481,153.629990851547
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00074,BTCUSDT,long,2026-04-05T22:00:00+00:00,2026-04-07T22:00:00+00:00,68358.3,71496.36,0.2,737.172985,737.172985,0.0,0.0,48,48.0,ledger_equity_segments,6,-3.6228180654,737.172985,733.5501669346
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00075,BTCUSDT,long,2026-04-13T22:00:00+00:00,2026-04-15T22:00:00+00:00,74674.23,74971.12,0.2,46.932427,46.932427,0.0,0.0,48,48.0,ledger_equity_segments,6,1.103002802409,46.932427,48.035429802409
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00076,BTCUSDT,long,2026-04-20T18:00:00+00:00,2026-04-22T18:00:00+00:00,76456.53,79008.53,0.2,351.142662,351.142662,0.0,0.0,48,48.0,ledger_equity_segments,6,0.329796012697,351.142662,351.472458012697
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00077,BTCUSDT,long,2026-04-27T00:00:00+00:00,2026-04-29T00:00:00+00:00,79261.83,76521.31,0.2,-403.532999,-403.532999,0.0,0.0,48,48.0,ledger_equity_segments,6,4.602038371186,-403.532999,-398.930960628814
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00078,BTCUSDT,long,2026-05-01T12:00:00+00:00,2026-05-03T12:00:00+00:00,77970.0,78754.99,0.2,182.215464,182.215464,0.0,0.0,48,48.0,ledger_equity_segments,6,1.26036702705,182.215464,183.47583102705
20260516T133000Z_compression_expansion_eventledger,btc_compression_expansion_breakout_v1,btc_compression_expansion_breakout_v1_segment_00079,BTCUSDT,long,2026-05-04T01:00:00+00:00,2026-05-06T01:00:00+00:00,79737.45,81411.69,0.2,411.313437,411.313437,0.0,0.0,48,48.0,ledger_equity_segments,6,0.019750007,411.313437,411.333187007
