event_id,entry_timestamp,trigger_state,context_state,label_horizon,label_timestamp,label_return_bps,future_label_used_for_signal,simulated_order_intent,broker_or_private_endpoint_called
pullback_reclaim_24_dd100_4htrend100_v1_00011,2024-01-29T16:40:00+00:00,"{""prior_high"": 42365.0, ""pullback_depth"": 0.0122986, ""pullback_low"": 41843.97, ""volume_ratio"": 3.63164218}","{""context_interval"": ""15m"", ""feature_time"": ""2024-01-29T16:40:00+00:00"", ""trend_4h"": 0.0149319}",60m,2024-01-29T17:40:00+00:00,-17.461206,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00012,2024-01-29T16:45:00+00:00,"{""prior_high"": 42365.0, ""pullback_depth"": 0.0122986, ""pullback_low"": 41843.97, ""volume_ratio"": 1.28971217}","{""context_interval"": ""15m"", ""feature_time"": ""2024-01-29T16:45:00+00:00"", ""trend_4h"": 0.02457871}",60m,2024-01-29T17:45:00+00:00,-49.93287,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00013,2024-02-27T09:30:00+00:00,"{""prior_high"": 56475.77, ""pullback_depth"": 0.0112751, ""pullback_low"": 55839.0, ""volume_ratio"": 6.01167451}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-27T09:30:00+00:00"", ""trend_4h"": 0.01058631}",60m,2024-02-27T10:30:00+00:00,6.78146,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00014,2024-02-28T13:45:00+00:00,"{""prior_high"": 59481.75, ""pullback_depth"": 0.01661165, ""pullback_low"": 58493.66, ""volume_ratio"": 3.75039967}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-28T13:45:00+00:00"", ""trend_4h"": 0.01212364}",60m,2024-02-28T14:45:00+00:00,64.272389,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00015,2024-02-28T13:50:00+00:00,"{""prior_high"": 59481.75, ""pullback_depth"": 0.01661165, ""pullback_low"": 58493.66, ""volume_ratio"": 3.54444681}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-28T13:50:00+00:00"", ""trend_4h"": 0.01212364}",60m,2024-02-28T14:50:00+00:00,80.101106,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00016,2024-02-28T13:55:00+00:00,"{""prior_high"": 59481.75, ""pullback_depth"": 0.01108945, ""pullback_low"": 58822.13, ""volume_ratio"": 1.57299386}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-28T13:55:00+00:00"", ""trend_4h"": 0.01212364}",60m,2024-02-28T14:55:00+00:00,112.160437,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00017,2024-02-28T16:25:00+00:00,"{""prior_high"": 60443.75, ""pullback_depth"": 0.01081915, ""pullback_low"": 59789.8, ""volume_ratio"": 1.52168328}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-28T16:25:00+00:00"", ""trend_4h"": 0.03252493}",60m,2024-02-28T17:25:00+00:00,84.298404,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00018,2024-02-28T16:30:00+00:00,"{""prior_high"": 60443.75, ""pullback_depth"": 0.01049984, ""pullback_low"": 59809.1, ""volume_ratio"": 1.34342973}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-28T16:30:00+00:00"", ""trend_4h"": 0.03638873}",60m,2024-02-28T17:30:00+00:00,-102.442081,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00019,2024-02-28T23:35:00+00:00,"{""prior_high"": 61547.22, ""pullback_depth"": 0.02198962, ""pullback_low"": 60193.82, ""volume_ratio"": 3.332379}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-28T23:35:00+00:00"", ""trend_4h"": 0.01773457}",60m,2024-02-29T00:35:00+00:00,-98.712768,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00020,2024-02-29T06:00:00+00:00,"{""prior_high"": 62495.88, ""pullback_depth"": 0.01853754, ""pullback_low"": 61337.36, ""volume_ratio"": 1.79809794}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-29T06:00:00+00:00"", ""trend_4h"": 0.0154014}",60m,2024-02-29T07:00:00+00:00,60.390993,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00021,2024-02-29T06:05:00+00:00,"{""prior_high"": 62304.15, ""pullback_depth"": 0.01551726, ""pullback_low"": 61337.36, ""volume_ratio"": 1.86176039}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-29T06:05:00+00:00"", ""trend_4h"": 0.0154014}",60m,2024-02-29T07:05:00+00:00,23.882259,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00022,2024-02-29T06:10:00+00:00,"{""prior_high"": 62287.89, ""pullback_depth"": 0.0149912, ""pullback_low"": 61354.12, ""volume_ratio"": 3.12687485}","{""context_interval"": ""15m"", ""feature_time"": ""2024-02-29T06:10:00+00:00"", ""trend_4h"": 0.0154014}",60m,2024-02-29T07:10:00+00:00,22.436012,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00023,2024-03-04T16:10:00+00:00,"{""prior_high"": 65608.79, ""pullback_depth"": 0.01023171, ""pullback_low"": 64937.5, ""volume_ratio"": 4.54164549}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-04T16:10:00+00:00"", ""trend_4h"": 0.01909261}",60m,2024-03-04T17:10:00+00:00,-36.17681,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00024,2024-03-04T22:55:00+00:00,"{""prior_high"": 67522.74, ""pullback_depth"": 0.01067374, ""pullback_low"": 66802.02, ""volume_ratio"": 1.62231392}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-04T22:55:00+00:00"", ""trend_4h"": 0.01863826}",60m,2024-03-04T23:55:00+00:00,63.705479,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00025,2024-03-04T23:00:00+00:00,"{""prior_high"": 67700.2, ""pullback_depth"": 0.01326702, ""pullback_low"": 66802.02, ""volume_ratio"": 3.92670568}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-04T23:00:00+00:00"", ""trend_4h"": 0.01721519}",60m,2024-03-05T00:00:00+00:00,37.400595,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00026,2024-03-04T23:05:00+00:00,"{""prior_high"": 67700.2, ""pullback_depth"": 0.01326702, ""pullback_low"": 66802.02, ""volume_ratio"": 3.61347491}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-04T23:05:00+00:00"", ""trend_4h"": 0.01721519}",60m,2024-03-05T00:05:00+00:00,13.093316,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00027,2024-03-04T23:10:00+00:00,"{""prior_high"": 67700.2, ""pullback_depth"": 0.01326702, ""pullback_low"": 66802.02, ""volume_ratio"": 2.69621516}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-04T23:10:00+00:00"", ""trend_4h"": 0.01721519}",60m,2024-03-05T00:10:00+00:00,-9.933969,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00028,2024-03-04T23:15:00+00:00,"{""prior_high"": 67700.2, ""pullback_depth"": 0.01326702, ""pullback_low"": 66802.02, ""volume_ratio"": 3.08531327}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-04T23:15:00+00:00"", ""trend_4h"": 0.02520562}",60m,2024-03-05T00:15:00+00:00,-16.401762,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00029,2024-03-05T01:50:00+00:00,"{""prior_high"": 68309.21, ""pullback_depth"": 0.0113869, ""pullback_low"": 67531.38, ""volume_ratio"": 2.36271607}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-05T01:50:00+00:00"", ""trend_4h"": 0.01389353}",60m,2024-03-05T02:50:00+00:00,-61.734247,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00030,2024-03-06T05:05:00+00:00,"{""prior_high"": 64363.48, ""pullback_depth"": 0.02397648, ""pullback_low"": 62820.27, ""volume_ratio"": 1.62266622}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T05:05:00+00:00"", ""trend_4h"": 0.01743563}",60m,2024-03-06T06:05:00+00:00,199.486326,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00031,2024-03-06T05:10:00+00:00,"{""prior_high"": 64363.48, ""pullback_depth"": 0.02397648, ""pullback_low"": 62820.27, ""volume_ratio"": 6.80375665}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T05:10:00+00:00"", ""trend_4h"": 0.01743563}",60m,2024-03-06T06:10:00+00:00,190.174081,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00032,2024-03-06T05:20:00+00:00,"{""prior_high"": 64363.48, ""pullback_depth"": 0.0207178, ""pullback_low"": 63030.01, ""volume_ratio"": 1.73536369}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T05:20:00+00:00"", ""trend_4h"": 0.02823844}",60m,2024-03-06T06:20:00+00:00,51.4473,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00033,2024-03-06T06:00:00+00:00,"{""prior_high"": 64137.86, ""pullback_depth"": 0.01329028, ""pullback_low"": 63285.45, ""volume_ratio"": 4.20653328}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T06:00:00+00:00"", ""trend_4h"": 0.05033144}",60m,2024-03-06T07:00:00+00:00,-120.555944,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00034,2024-03-06T08:00:00+00:00,"{""prior_high"": 66357.43, ""pullback_depth"": 0.01228785, ""pullback_low"": 65542.04, ""volume_ratio"": 1.45020521}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T08:00:00+00:00"", ""trend_4h"": 0.05096554}",60m,2024-03-06T09:00:00+00:00,64.334143,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00035,2024-03-06T08:10:00+00:00,"{""prior_high"": 66535.58, ""pullback_depth"": 0.01493246, ""pullback_low"": 65542.04, ""volume_ratio"": 2.93840603}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T08:10:00+00:00"", ""trend_4h"": 0.05096554}",60m,2024-03-06T09:10:00+00:00,-19.828553,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00036,2024-03-06T11:55:00+00:00,"{""prior_high"": 67573.8, ""pullback_depth"": 0.02253832, ""pullback_low"": 66050.8, ""volume_ratio"": 1.5589166}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T11:55:00+00:00"", ""trend_4h"": 0.01296088}",60m,2024-03-06T12:55:00+00:00,-195.828629,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00037,2024-03-06T17:55:00+00:00,"{""prior_high"": 67539.0, ""pullback_depth"": 0.02023409, ""pullback_low"": 66172.41, ""volume_ratio"": 1.81129343}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-06T17:55:00+00:00"", ""trend_4h"": 0.01635389}",60m,2024-03-06T18:55:00+00:00,-33.430501,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00038,2024-03-08T20:00:00+00:00,"{""prior_high"": 69845.0, ""pullback_depth"": 0.02481595, ""pullback_low"": 68111.73, ""volume_ratio"": 3.19567584}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-08T20:00:00+00:00"", ""trend_4h"": 0.01755034}",60m,2024-03-08T21:00:00+00:00,-35.531804,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00039,2024-03-15T18:45:00+00:00,"{""prior_high"": 68711.57, ""pullback_depth"": 0.01555881, ""pullback_low"": 67642.5, ""volume_ratio"": 6.40019357}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-15T18:45:00+00:00"", ""trend_4h"": 0.01497817}",60m,2024-03-15T19:45:00+00:00,-73.509956,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00040,2024-03-15T18:50:00+00:00,"{""prior_high"": 68711.57, ""pullback_depth"": 0.01555881, ""pullback_low"": 67642.5, ""volume_ratio"": 3.79469552}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-15T18:50:00+00:00"", ""trend_4h"": 0.01497817}",60m,2024-03-15T19:50:00+00:00,-213.011978,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00041,2024-03-15T19:00:00+00:00,"{""prior_high"": 68711.57, ""pullback_depth"": 0.01555881, ""pullback_low"": 67642.5, ""volume_ratio"": 3.31948033}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-15T19:00:00+00:00"", ""trend_4h"": 0.02317172}",60m,2024-03-15T20:00:00+00:00,-252.07067,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00042,2024-03-19T15:45:00+00:00,"{""prior_high"": 64136.63, ""pullback_depth"": 0.02635452, ""pullback_low"": 62446.34, ""volume_ratio"": 1.98109984}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-19T15:45:00+00:00"", ""trend_4h"": 0.01434526}",60m,2024-03-19T16:45:00+00:00,81.646572,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00043,2024-03-19T16:00:00+00:00,"{""prior_high"": 64084.0, ""pullback_depth"": 0.0255549, ""pullback_low"": 62446.34, ""volume_ratio"": 2.00046985}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-19T16:00:00+00:00"", ""trend_4h"": 0.01382403}",60m,2024-03-19T17:00:00+00:00,170.89068,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00044,2024-03-19T16:50:00+00:00,"{""prior_high"": 63835.05, ""pullback_depth"": 0.01963232, ""pullback_low"": 62581.82, ""volume_ratio"": 1.97556248}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-19T16:50:00+00:00"", ""trend_4h"": 0.01666995}",60m,2024-03-19T17:50:00+00:00,-24.308904,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00045,2024-03-19T17:00:00+00:00,"{""prior_high"": 63835.05, ""pullback_depth"": 0.01963232, ""pullback_low"": 62581.82, ""volume_ratio"": 3.7450179}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-19T17:00:00+00:00"", ""trend_4h"": 0.02239339}",60m,2024-03-19T18:00:00+00:00,-82.201592,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00046,2024-03-19T17:15:00+00:00,"{""prior_high"": 63835.05, ""pullback_depth"": 0.01963232, ""pullback_low"": 62581.82, ""volume_ratio"": 4.6902964}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-19T17:15:00+00:00"", ""trend_4h"": 0.03315228}",60m,2024-03-19T18:15:00+00:00,-123.305739,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00047,2024-03-20T03:20:00+00:00,"{""prior_high"": 64064.77, ""pullback_depth"": 0.03320733, ""pullback_low"": 61937.35, ""volume_ratio"": 1.37700863}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-20T03:20:00+00:00"", ""trend_4h"": 0.01557076}",60m,2024-03-20T04:20:00+00:00,-232.767484,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00048,2024-03-20T08:30:00+00:00,"{""prior_high"": 63367.98, ""pullback_depth"": 0.02637515, ""pullback_low"": 61696.64, ""volume_ratio"": 2.37762858}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-20T08:30:00+00:00"", ""trend_4h"": 0.01858558}",60m,2024-03-20T09:30:00+00:00,-22.088549,False,long_target_position_replay,False
pullback_reclaim_24_dd100_4htrend100_v1_00049,2024-03-20T19:10:00+00:00,"{""prior_high"": 64358.97, ""pullback_depth"": 0.01875978, ""pullback_low"": 63151.61, ""volume_ratio"": 2.47101295}","{""context_interval"": ""15m"", ""feature_time"": ""2024-03-20T19:10:00+00:00"", ""trend_4h"": 0.01781204}",60m,2024-03-20T20:10:00+00:00,98.547315,False,long_target_position_replay,False
