date,symbol,open,high,low,close,volume,factor
2024-01-02,SPY,472.1600036621094,473.6700134277344,470.489990234375,472.6499938964844,123623700,1.0
2024-01-03,SPY,470.42999267578125,471.19000244140625,468.1700134277344,468.7900085449219,103585900,1.0
2024-01-04,SPY,468.29998779296875,470.9599914550781,467.04998779296875,467.2799987792969,84232200,1.0
2024-01-05,SPY,467.489990234375,470.44000244140625,466.42999267578125,467.9200134277344,86118900,1.0
2024-01-08,SPY,468.42999267578125,474.75,468.29998779296875,474.6000061035156,74879100,1.0
2024-01-09,SPY,471.8699951171875,474.92999267578125,471.3500061035156,473.8800048828125,65931400,1.0
2024-01-10,SPY,474.1600036621094,477.45001220703125,473.8699951171875,476.55999755859375,67310600,1.0
