timestamp,open_time,symbol,open,high,low,close,volume_contracts,volume_base,volume_quote,confirm,source_record_id
2026-03-02T15:00:00Z,1772463600000,BTCUSDT,67124.1,69582.6,66934.5,69082.6,2770898.13,27708.9813,1898912987.93897,1,okx:BTC-USDT-SWAP:1772463600000
2026-03-02T16:00:00Z,1772467200000,BTCUSDT,69082.6,70077.4,68883.1,69397,1615682.73,16156.8273,1123062310.9416,1,okx:BTC-USDT-SWAP:1772467200000
2026-03-02T17:00:00Z,1772470800000,BTCUSDT,69396.5,69545.7,68750,69155.3,652659.82,6526.5982,451363191.89067,1,okx:BTC-USDT-SWAP:1772470800000
2026-03-02T18:00:00Z,1772474400000,BTCUSDT,69155.2,69234.7,68676,68848.6,457298.57,4572.9857,315582982.38509,1,okx:BTC-USDT-SWAP:1772474400000
2026-03-02T19:00:00Z,1772478000000,BTCUSDT,68848.6,69014.9,68529.5,68927.5,378983.64,3789.8364,260695465.24413,1,okx:BTC-USDT-SWAP:1772478000000
2026-03-02T20:00:00Z,1772481600000,BTCUSDT,68927.5,69493.9,68538.4,69065.6,485013.07,4850.1307,334872313.78215,1,okx:BTC-USDT-SWAP:1772481600000
2026-03-02T21:00:00Z,1772485200000,BTCUSDT,69065.6,69496.1,68953.3,69369.1,249897.74,2498.9774,173093745.9536,1,okx:BTC-USDT-SWAP:1772485200000
2026-03-02T22:00:00Z,1772488800000,BTCUSDT,69369.2,69464.5,69095.4,69400,158803.17,1588.0317,110049485.9846,1,okx:BTC-USDT-SWAP:1772488800000
2026-03-02T23:00:00Z,1772492400000,BTCUSDT,69399.9,69450,68706.3,68799.5,316431.87,3164.3187,218349784.86435,1,okx:BTC-USDT-SWAP:1772492400000
2026-03-03T00:00:00Z,1772496000000,BTCUSDT,68799.4,69128.6,68606.9,69054,263536.97,2635.3697,181542917.82706,1,okx:BTC-USDT-SWAP:1772496000000
2026-03-03T01:00:00Z,1772499600000,BTCUSDT,69053.9,69242.1,68700.1,68717.4,220423.41,2204.2341,151963517.36306,1,okx:BTC-USDT-SWAP:1772499600000
2026-03-03T02:00:00Z,1772503200000,BTCUSDT,68717.3,68737.7,68194.1,68476.6,444899.63,4448.9963,304508005.79857,1,okx:BTC-USDT-SWAP:1772503200000
2026-03-03T03:00:00Z,1772506800000,BTCUSDT,68476.7,68514.7,68202,68349.9,215142.11,2151.4211,147063491.2886,1,okx:BTC-USDT-SWAP:1772506800000
2026-03-03T04:00:00Z,1772510400000,BTCUSDT,68350,68422.5,68012.7,68094.5,231319.28,2313.1928,157790673.55749,1,okx:BTC-USDT-SWAP:1772510400000
2026-03-03T05:00:00Z,1772514000000,BTCUSDT,68094.4,68566.3,67820.6,67914.8,444935.79,4449.3579,303199950.12693,1,okx:BTC-USDT-SWAP:1772514000000
2026-03-03T06:00:00Z,1772517600000,BTCUSDT,67914.9,68190.4,67757.2,68075.5,325316.99,3253.1699,221019155.75483,1,okx:BTC-USDT-SWAP:1772517600000
2026-03-03T07:00:00Z,1772521200000,BTCUSDT,68075.4,68238.8,67920,68142.2,229273.14,2292.7314,156175882.64,1,okx:BTC-USDT-SWAP:1772521200000
2026-03-03T08:00:00Z,1772524800000,BTCUSDT,68142.1,68287.6,66872.5,66977.8,930114.08,9301.1408,627586511.02618,1,okx:BTC-USDT-SWAP:1772524800000
2026-03-03T09:00:00Z,1772528400000,BTCUSDT,66977.8,67164.1,66314.7,66621.9,977548.57,9775.4857,652409413.72383,1,okx:BTC-USDT-SWAP:1772528400000
2026-03-03T10:00:00Z,1772532000000,BTCUSDT,66621.8,67000,66410.2,66831.9,423443.86,4234.4386,282291796.09748,1,okx:BTC-USDT-SWAP:1772532000000
2026-03-03T11:00:00Z,1772535600000,BTCUSDT,66831.9,67141.7,66730.7,67000.3,390353.78,3903.5378,261331245.64087,1,okx:BTC-USDT-SWAP:1772535600000
2026-03-03T12:00:00Z,1772539200000,BTCUSDT,67000.2,67933.5,66999.3,67363,733039.68,7330.3968,494632808.95295,1,okx:BTC-USDT-SWAP:1772539200000
2026-03-03T13:00:00Z,1772542800000,BTCUSDT,67363.1,67401,66559,66898.8,664446.95,6644.4695,444753042.73068,1,okx:BTC-USDT-SWAP:1772542800000
2026-03-03T14:00:00Z,1772546400000,BTCUSDT,66898.8,67547.8,66073.8,66534,1319596.57,13195.9657,881027804.1151,1,okx:BTC-USDT-SWAP:1772546400000
2026-03-03T15:00:00Z,1772550000000,BTCUSDT,66534,67810.3,66425.3,67686.9,1072079.86,10720.7986,720192282.79828,1,okx:BTC-USDT-SWAP:1772550000000
2026-03-03T16:00:00Z,1772553600000,BTCUSDT,67686.4,68952.8,67433.1,68122.3,1794404.43,17944.0443,1223967934.99554,1,okx:BTC-USDT-SWAP:1772553600000
2026-03-03T17:00:00Z,1772557200000,BTCUSDT,68122.2,68359.6,67587.7,68268.5,680521.37,6805.2137,462763791.78795,1,okx:BTC-USDT-SWAP:1772557200000
2026-03-03T18:00:00Z,1772560800000,BTCUSDT,68268.6,68908.1,67926.1,68588.2,579161.71,5791.6171,396484685.71839,1,okx:BTC-USDT-SWAP:1772560800000
2026-03-03T19:00:00Z,1772564400000,BTCUSDT,68588.2,68846.7,68265.1,68394.9,500370.76,5003.7076,343062150.621,1,okx:BTC-USDT-SWAP:1772564400000
2026-03-03T20:00:00Z,1772568000000,BTCUSDT,68395,68561.7,68043.6,68224.3,383337.31,3833.3731,261754793.43838,1,okx:BTC-USDT-SWAP:1772568000000
2026-03-03T21:00:00Z,1772571600000,BTCUSDT,68224.3,68228.3,67778.8,67980.7,314658.08,3146.5808,213847123.3357,1,okx:BTC-USDT-SWAP:1772571600000
2026-03-03T22:00:00Z,1772575200000,BTCUSDT,67980.8,68486.8,67980.7,68270.7,201077.32,2010.7732,137293431.35783,1,okx:BTC-USDT-SWAP:1772575200000
2026-03-03T23:00:00Z,1772578800000,BTCUSDT,68270.7,68825.3,68198.6,68294.3,236849.12,2368.4912,162230521.66902,1,okx:BTC-USDT-SWAP:1772578800000
2026-03-04T00:00:00Z,1772582400000,BTCUSDT,68294.4,68387.9,67814.3,68062.9,295051.88,2950.5188,200917595.22023,1,okx:BTC-USDT-SWAP:1772582400000
2026-03-04T01:00:00Z,1772586000000,BTCUSDT,68063,68877,67914.5,68383.9,476510.43,4765.1043,325981752.41988,1,okx:BTC-USDT-SWAP:1772586000000
2026-03-04T02:00:00Z,1772589600000,BTCUSDT,68383.8,68423.5,67942.6,68281.2,287531.36,2875.3136,196027676.244,1,okx:BTC-USDT-SWAP:1772589600000
2026-03-04T03:00:00Z,1772593200000,BTCUSDT,68281.1,68359,67358.1,67687.1,663693.86,6636.9386,449391952.27528,1,okx:BTC-USDT-SWAP:1772593200000
2026-03-04T04:00:00Z,1772596800000,BTCUSDT,67687.2,67921.9,67418.8,67752.9,430660.34,4306.6034,291333047.63972,1,okx:BTC-USDT-SWAP:1772596800000
2026-03-04T05:00:00Z,1772600400000,BTCUSDT,67753,68340,67640,68172.9,451588.62,4515.8862,307051277.00827,1,okx:BTC-USDT-SWAP:1772600400000
2026-03-04T06:00:00Z,1772604000000,BTCUSDT,68172.9,68646.5,68000.7,68464.8,465645.68,4656.4568,318279316.17772,1,okx:BTC-USDT-SWAP:1772604000000
2026-03-04T07:00:00Z,1772607600000,BTCUSDT,68464.9,69600,68310,69456.9,964140.11,9641.4011,665183848.68766,1,okx:BTC-USDT-SWAP:1772607600000
2026-03-04T08:00:00Z,1772611200000,BTCUSDT,69456.8,71178.8,69100,70989.9,1823707.07,18237.0707,1278404314.22465,1,okx:BTC-USDT-SWAP:1772611200000
2026-03-04T09:00:00Z,1772614800000,BTCUSDT,70989.9,71877.9,70694.9,71492.4,1930961.08,19309.6108,1377631553.01422,1,okx:BTC-USDT-SWAP:1772614800000
2026-03-04T10:00:00Z,1772618400000,BTCUSDT,71492.4,71859.4,71168.4,71316.5,699979.54,6999.7954,500197750.0766,1,okx:BTC-USDT-SWAP:1772618400000
2026-03-04T11:00:00Z,1772622000000,BTCUSDT,71316.5,71468.2,70895,71088.4,601590.31,6015.9031,428001435.93232,1,okx:BTC-USDT-SWAP:1772622000000
2026-03-04T12:00:00Z,1772625600000,BTCUSDT,71088.4,71338,70564.1,71313.6,734243.59,7342.4359,520672094.48302,1,okx:BTC-USDT-SWAP:1772625600000
2026-03-04T13:00:00Z,1772629200000,BTCUSDT,71313.6,71612.9,71173.1,71445.8,521875.77,5218.7577,372533913.20275,1,okx:BTC-USDT-SWAP:1772629200000
2026-03-04T14:00:00Z,1772632800000,BTCUSDT,71445.7,72621,71259,71582.3,2068984.11,20689.8411,1487098713.65681,1,okx:BTC-USDT-SWAP:1772632800000
2026-03-04T15:00:00Z,1772636400000,BTCUSDT,71582.2,73453,71532.8,73352.2,1887433.19,18874.3319,1370264889.24301,1,okx:BTC-USDT-SWAP:1772636400000
