sample_index,sample_captured_at,timestamp,ts,symbol,side,level,price,size,liquidation_orders,order_count,source_record_id
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,37,63904.9,69.84,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:37
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,38,63904.8,1.2,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:38
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,39,63904.7,1.58,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:39
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,40,63904.6,30.54,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:40
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,41,63904.5,1.8,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:41
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,42,63904.2,0.31,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:42
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,43,63904,0.06,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:43
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,44,63903.9,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:44
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,45,63903.8,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:45
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,46,63903.7,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:46
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,47,63903.6,37.83,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:47
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,48,63903.5,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:48
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,49,63903.4,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:49
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,bid,50,63903.3,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:bid:50
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,1,63910.7,446.16,0,34,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:1
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,2,63910.8,140.66,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:2
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,3,63910.9,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:3
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,4,63911,59.72,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:4
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,5,63911.1,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:5
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,6,63911.2,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:6
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,7,63911.4,0.33,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:7
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,8,63911.5,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:8
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,9,63911.6,77.36,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:9
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,10,63911.7,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:10
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,11,63912,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:11
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,12,63912.2,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:12
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,13,63912.3,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:13
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,14,63912.7,0.03,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:14
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,15,63912.8,140.64,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:15
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,16,63912.9,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:16
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,17,63913.2,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:17
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,18,63913.4,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:18
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,19,63913.8,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:19
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,20,63914,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:20
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,21,63914.1,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:21
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,22,63914.3,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:22
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,23,63914.4,36.1,0,4,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:23
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,24,63914.5,20.53,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:24
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,25,63914.6,195.49,0,4,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:25
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,26,63914.7,75.01,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:26
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,27,63914.9,0.32,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:27
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,28,63915,28.46,0,5,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:28
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,29,63915.2,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:29
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,30,63915.3,37.51,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:30
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,31,63915.6,0.12,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:31
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,32,63915.8,0.04,0,4,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:32
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,33,63915.9,12.58,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:33
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,34,63916,73.1,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:34
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,35,63916.1,87.17,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:35
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,36,63916.3,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:36
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,37,63916.4,58.73,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:37
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,38,63916.5,142.21,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:38
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,39,63916.6,0.02,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:39
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,40,63916.7,1.1,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:40
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,41,63916.8,376.44,0,5,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:41
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,42,63916.9,1,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:42
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,43,63917.1,0.31,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:43
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,44,63917.2,83.01,0,3,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:44
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,45,63917.3,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:45
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,46,63917.4,65.4,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:46
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,47,63917.7,8.01,0,2,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:47
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,48,63917.8,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:48
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,49,63918,0.03,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:49
2,2026-06-20T16:33:05Z,2026-06-20T16:33:06.057000Z,1781973186057,BTCUSDT,ask,50,63918.1,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:2:1781973186057:ask:50
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,1,63910.6,5.87,0,6,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:1
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,2,63910.5,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:2
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,3,63910,0.39,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:3
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,4,63909.6,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:4
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,5,63909.1,0.05,0,4,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:5
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,6,63909,38.52,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:6
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,7,63908.9,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:7
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,8,63908.4,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:8
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,9,63908.1,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:9
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,10,63908,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:10
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,11,63907.9,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:11
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,12,63907.6,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:12
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,13,63907.5,0.03,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:13
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,14,63907.4,3,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:14
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,15,63907.3,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:15
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,16,63907.2,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:16
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,17,63907,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:17
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,18,63906.9,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:18
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,19,63906.8,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:19
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,20,63906.7,0.02,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:20
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,21,63906.6,60.84,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:21
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,22,63906.5,28.02,0,5,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:22
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,23,63906.3,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:23
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,24,63906.1,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:24
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,25,63906,0.03,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:25
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,26,63905.8,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:26
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,27,63905.5,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:27
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,28,63905.4,0.8,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:28
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,29,63905.3,1.02,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:29
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,30,63905.2,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:30
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,31,63905.1,6.42,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:31
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,32,63905,68.32,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:32
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,33,63904.9,69.84,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:33
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,34,63904.7,1.01,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:34
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,35,63904.6,0.06,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:35
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,36,63904.4,1,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:36
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,37,63904.2,0.31,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:37
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,38,63904.1,1.2,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:38
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,39,63904,0.56,0,4,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:39
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,40,63903.9,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:40
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,41,63903.7,1.21,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:41
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,42,63903.5,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:42
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,43,63903.4,1.34,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:43
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,44,63903.2,16.54,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:44
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,45,63903.1,31.7,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:45
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,46,63903,8.62,0,4,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:46
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,47,63902.9,4,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:47
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,48,63902.8,1.2,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:48
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,49,63902.5,1.1,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:49
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,bid,50,63902.4,1.2,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:bid:50
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,1,63910.7,464.12,0,36,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:1
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,2,63910.8,150.05,0,4,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:2
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,3,63910.9,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:3
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,4,63911,59.72,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:4
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,5,63911.1,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:5
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,6,63911.2,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:6
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,7,63911.4,0.33,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:7
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,8,63911.5,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:8
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,9,63911.6,77.36,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:9
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,10,63911.7,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:10
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,11,63912,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:11
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,12,63912.2,1.57,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:12
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,13,63912.3,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:13
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,14,63912.7,0.03,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:14
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,15,63912.8,140.95,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:15
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,16,63912.9,0.02,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:16
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,17,63913.2,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:17
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,18,63913.4,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:18
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,19,63913.8,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:19
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,20,63914,0.01,0,1,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:20
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,21,63914.1,12.53,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:21
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,22,63914.3,4.71,0,2,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:22
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,23,63914.4,5.88,0,4,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:23
3,2026-06-20T16:33:06Z,2026-06-20T16:33:07.007000Z,1781973187007,BTCUSDT,ask,24,63914.5,39.32,0,3,okx-book-sample:BTC-USDT-SWAP:3:1781973187007:ask:24
