date,symbol,open,high,low,close,volume,factor
2020-01-02,XLK,46.25,46.69499969482422,46.15999984741211,46.69499969482422,26567000,1.0
2020-01-03,XLK,46.01499938964844,46.4900016784668,46.0099983215332,46.16999816894531,30023600,1.0
2020-01-06,XLK,45.709999084472656,46.33000183105469,45.625,46.279998779296875,15630000,1.0
2020-01-07,XLK,46.36000061035156,46.4900016784668,46.189998626708984,46.2599983215332,15363600,1.0
2020-01-08,XLK,46.310001373291016,46.959999084472656,46.224998474121094,46.755001068115234,23254400,1.0
2020-01-09,XLK,47.185001373291016,47.314998626708984,46.94499969482422,47.28499984741211,15554800,1.0
2020-01-10,XLK,47.4900016784668,47.55500030517578,47.095001220703125,47.17499923706055,15330600,1.0
2020-01-13,XLK,47.38999938964844,47.81999969482422,47.3650016784668,47.76499938964844,15524400,1.0
2020-01-14,XLK,47.82500076293945,47.869998931884766,47.46500015258789,47.540000915527344,16134600,1.0
2020-01-15,XLK,47.56999969482422,47.82500076293945,47.435001373291016,47.595001220703125,14417000,1.0
2020-01-16,XLK,47.900001525878906,48.244998931884766,47.834999084472656,48.23500061035156,11543200,1.0
2020-01-17,XLK,48.459999084472656,48.60499954223633,48.20000076293945,48.560001373291016,21661000,1.0
2020-01-21,XLK,48.40999984741211,48.81999969482422,48.400001525878906,48.540000915527344,17975000,1.0
2020-01-22,XLK,48.845001220703125,49.05500030517578,48.67499923706055,48.71500015258789,15491600,1.0
2020-01-23,XLK,48.76499938964844,48.98500061035156,48.55500030517578,48.94499969482422,14956400,1.0
2020-01-24,XLK,49.30500030517578,49.415000915527344,48.54499816894531,48.71500015258789,23617400,1.0
2020-01-27,XLK,47.58000183105469,47.93000030517578,47.35499954223633,47.55500030517578,35574600,1.0
2020-01-28,XLK,47.970001220703125,48.595001220703125,47.869998931884766,48.46500015258789,31184400,1.0
2020-01-29,XLK,48.8650016784668,48.935001373291016,48.39500045776367,48.59000015258789,21126600,1.0
2020-01-30,XLK,48.56999969482422,49.05500030517578,48.275001525878906,49.0099983215332,19933600,1.0
2020-01-31,XLK,48.724998474121094,48.75,47.494998931884766,47.665000915527344,26964600,1.0
2020-02-03,XLK,47.720001220703125,48.415000915527344,47.665000915527344,48.29499816894531,25075600,1.0
2020-02-04,XLK,49.1349983215332,49.665000915527344,49.01499938964844,49.560001373291016,19097800,1.0
2020-02-05,XLK,50.375,50.400001525878906,49.4900016784668,49.849998474121094,32697000,1.0
2020-02-06,XLK,50.05500030517578,50.31999969482422,49.83000183105469,50.30500030517578,13505600,1.0
2020-02-07,XLK,50.06999969482422,50.26499938964844,49.744998931884766,49.845001220703125,16598000,1.0
2020-02-10,XLK,49.55500030517578,50.529998779296875,49.54499816894531,50.52000045776367,16347600,1.0
2020-02-11,XLK,50.904998779296875,50.95000076293945,50.20000076293945,50.349998474121094,15105800,1.0
2020-02-12,XLK,50.69499969482422,50.915000915527344,50.40999984741211,50.89500045776367,12152800,1.0
2020-02-13,XLK,50.494998931884766,51.025001525878906,50.41999816894531,50.7599983215332,14802800,1.0
2020-02-14,XLK,50.86000061035156,51.064998626708984,50.70000076293945,50.97999954223633,12392400,1.0
2020-02-18,XLK,50.56999969482422,50.900001525878906,50.51499938964844,50.790000915527344,20633200,1.0
2020-02-19,XLK,51.119998931884766,51.470001220703125,51.084999084472656,51.39500045776367,16615600,1.0
2020-02-20,XLK,51.28499984741211,51.40999984741211,50.165000915527344,50.86000061035156,26324600,1.0
2020-02-21,XLK,50.599998474121094,50.64500045776367,49.40999984741211,49.720001220703125,29899000,1.0
2020-02-24,XLK,47.334999084472656,48.35499954223633,46.900001525878906,47.665000915527344,42365200,1.0
2020-02-25,XLK,48.095001220703125,48.27000045776367,45.970001220703125,46.13999938964844,62934400,1.0
2020-02-26,XLK,46.314998626708984,47.35499954223633,46.0,46.349998474121094,55759600,1.0
2020-02-27,XLK,44.83000183105469,45.779998779296875,43.81999969482422,43.849998474121094,67825800,1.0
2020-02-28,XLK,42.10499954223633,44.60499954223633,42.029998779296875,44.185001373291016,111854400,1.0
2020-03-02,XLK,44.97999954223633,46.75,44.189998626708984,46.7400016784668,70008600,1.0
2020-03-03,XLK,47.005001068115234,47.33000183105469,44.4900016784668,44.96500015258789,94989200,1.0
2020-03-04,XLK,45.935001373291016,46.90999984741211,45.29999923706055,46.89500045776367,44727600,1.0
2020-03-05,XLK,45.64500045776367,46.51499938964844,45.119998931884766,45.415000915527344,49019000,1.0
2020-03-06,XLK,43.89500045776367,44.720001220703125,43.244998931884766,44.45500183105469,57631800,1.0
2020-03-09,XLK,40.790000915527344,43.0,40.75,41.08000183105469,59119800,1.0
2020-03-10,XLK,42.84000015258789,43.82500076293945,41.310001373291016,43.81999969482422,71164600,1.0
